#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime
CE|47381|36.9872|-121.5369|48|Gilroy #3 - Sewer Farm A|2003-04-30T00:00:00|3000-01-01T00:00:00
CE|47403|36.4278|-121.3276|59|Soledad - Main & Monterey|2008-06-09T00:00:00|3000-01-01T00:00:00
CE|47404|36.6129|-121.9019|29|Monterey - Hawthorne & Lighthouse|2008-06-11T00:00:00|3000-01-01T00:00:00
CE|47405|36.5991|-121.8615|11|Monterey - Hwy 1 & Dela Vina|2008-06-10T00:00:00|3000-01-01T00:00:00
CE|47499|36.5077|-121.4427|41|Gonzales - 4th & Center|2012-02-28T00:00:00|3000-01-01T00:00:00
CE|47508|36.3191|-121.2422|88|Greenfield - Maple & El Camino Real|2012-02-27T00:00:00|3000-01-01T00:00:00
CE|47524|36.8483|-121.3973|89|Hollister - South & Pine|2002-03-04T00:00:00|3000-01-01T00:00:00
CE|47762|36.6973|-121.6342|8|Salinas - County Hospital Grounds|2002-09-24T00:00:00|3000-01-01T00:00:00
CE|48906|36.9781|-122.0211|5|Santa Cruz - County Office Bldg Grounds|2003-09-19T00:00:00|3000-01-01T00:00:00
CE|54099|37.6141|-118.8333|2165|Mammoth Lakes - Convict Creek|2004-10-27T00:00:00|3000-01-01T00:00:00
CE|54100|37.8182|-118.4759|1640|Benton|2007-06-19T00:00:00|3000-01-01T00:00:00
CE|54101|37.0542|-118.23|-999|Big Pine - Tinemaha Dam Grounds|2003-06-11T00:00:00|3000-01-01T00:00:00
CE|54171|37.3583|-118.3962|1265|Bishop - South Street|2004-10-28T00:00:00|3000-01-01T00:00:00
CE|54332|37.643|-118.9621|2389|Mammoth Lakes - Main & Sierra Park Rd|2006-10-26T00:00:00|3000-01-01T00:00:00
CE|54428|37.6622|-118.3986|1389|Chalfant - Zack Ranch|2004-10-28T00:00:00|3000-01-01T00:00:00
CE|54482|37.641|-118.963|2396|Mammoth Lakes - High School Grnds (Temp)|2006-08-14T00:00:00|2007-09-26T00:00:00
CE|54517|37.5889|-118.7064|2088|Lake Crowley - Long Vly Dam Upr Lft Abut|2011-09-01T00:00:00|3000-01-01T00:00:00
CE|54933|37.5879|-118.7046|619|Lake Crowley - Long Valley Dam Downstrm|2003-06-24T00:00:00|3000-01-01T00:00:00
CE|55031|37.94|-119.19|2314|Lee Vining - Tioga Pass|2003-06-24T00:00:00|3000-01-01T00:00:00
CE|55067|37.5013|-119.986|655|Mariposa - Fire Station|2000-01-24T00:00:00|3000-01-01T00:00:00
CE|55157|37.8611|-119.1027|2176|Lee Vining - Grant Lake Grounds|2005-04-15T00:00:00|3000-01-01T00:00:00
CE|55429|37.7831|-119.073|2323|June Lake - Fire Station|2002-06-18T00:00:00|3000-01-01T00:00:00
CE|56012|37.1004|-120.8184|29|Los Banos|2004-01-20T00:00:00|3000-01-01T00:00:00
CE|56071|37.2888|-120.4558|53|Merced - Caltrans Yard|2003-07-23T00:00:00|3000-01-01T00:00:00
CE|57007|37.0465|-121.8039|360|Corralitos - Eureka Canyon Road|2003-08-12T00:00:00|3000-01-01T00:00:00
CE|57011|37.6659|-121.0367|23|Modesto - Jr. College West|2003-07-22T00:00:00|3000-01-01T00:00:00
CE|57031|37.3925|-121.9548|1|Santa Clara - Agnew & Montague|2003-05-01T00:00:00|3000-01-01T00:00:00
CE|57064|37.53|-121.919|93|Fremont - Mission San Jose|2003-05-01T00:00:00|3000-01-01T00:00:00
CE|57195|37.975|-121.314|3|Stockton - Mendocino & Manchester|2004-01-07T00:00:00|3000-01-01T00:00:00
CE|57201|37.7009|-121.6844|235|Livermore - Patterson Reservoir Grnds|2009-01-30T00:00:00|3000-01-01T00:00:00
CE|57202|37.6384|-121.4985|200|Livermore - Corral Hollow Rd|2010-04-08T00:00:00|3000-01-01T00:00:00
CE|57203|37.0355|-121.5714|65|Gilroy - Hwy 101 & Cohansey|2003-06-05T00:00:00|3000-01-01T00:00:00
CE|57212|37.7124|-121.5641|122|Midway - Hwy 580 & Patterson Pass Rd|2005-01-26T00:00:00|3000-01-01T00:00:00
CE|57213|37.5529|-121.9689|-999|Fremont - Stevenson Police Bldg Grnds|2010-10-05T00:00:00|3000-01-01T00:00:00
CE|57218|37.2243|-121.7414|77|San Jose - Hwy 101 & Metcalf Rd|2003-11-17T00:00:00|3000-01-01T00:00:00
CE|57227|37.6811|-121.7164|185|Livermore - East & Vasco|2003-09-25T00:00:00|3000-01-01T00:00:00
CE|57252|37.6911|-121.7172|174|Livermore - Vasco & Westgate|2009-01-29T00:00:00|3000-01-01T00:00:00
CE|57253|37.6869|-121.7005|201|Livermore - Greenville & Eastgate|2009-01-29T00:00:00|3000-01-01T00:00:00
CE|57254|37.6724|-121.7029|208|Livermore - Greenville & Arroyo Seco|2009-01-29T00:00:00|3000-01-01T00:00:00
CE|57299|37.338|-121.998|42|Santa Clara - Homestead & Lawrence Expwy|2005-08-24T00:00:00|3000-01-01T00:00:00
CE|57307|37.744|-121.935|115|San Ramon - Pine Valley & Alcosta|2005-11-03T00:00:00|3000-01-01T00:00:00
CE|57311|37.5513|-121.9725|15|Fremont - Stevenson & Civic Center Dr|2006-04-10T00:00:00|3000-01-01T00:00:00
CE|57333|37.3555|-121.9071|19|San Jose - County Bldg Grounds|2011-05-02T00:00:00|3000-01-01T00:00:00
CE|57370|37.2903|-121.764|139|San Jose - San Felipe & Villages Pkwy|2008-06-25T00:00:00|3000-01-01T00:00:00
CE|57371|37.273|-121.8289|54|San Jose - Monterey Hwy & Skyway Dr|2008-06-24T00:00:00|3000-01-01T00:00:00
CE|57382|37.001|-121.522|52|Gilroy #4 - San Ysidro School|2005-05-03T00:00:00|3000-01-01T00:00:00
CE|57383|37.026|-121.484|329|Gilroy #6 - San Ysidro Microwave Site|2000-09-07T00:00:00|3000-01-01T00:00:00
CE|57384|37.5088|-121.9612|9|Fremont - Grimmer & Auto Mall Pkwy|2009-06-04T00:00:00|3000-01-01T00:00:00
CE|57392|37.557|-121.9579|17|Fremont - Stevenson & Mission|2008-10-08T00:00:00|3000-01-01T00:00:00
CE|57425|37.033|-121.434|318|Gilroy #7 - Mantelli Ranch|2005-05-13T00:00:00|3000-01-01T00:00:00
CE|57426|37.9722|-121.831|67|Antioch - Contra Loma Park|2003-07-16T00:00:00|3000-01-01T00:00:00
CE|57428|37.5004|-121.9877|4|Fremont - Boyce & Auto Mall Pkwy|2013-03-14T00:00:00|3000-01-01T00:00:00
CE|57431|37.524|-121.949|19|Fremont - Osgood & Blacow|2009-05-13T00:00:00|3000-01-01T00:00:00
CE|57432|37.7017|-121.9542|199|Dublin - I580 & Inspiration|2009-05-11T00:00:00|3000-01-01T00:00:00
CE|57444|37.7712|-121.9947|181|San Ramon - Bollinger & Crow Canyon Rds|2010-10-11T00:00:00|3000-01-01T00:00:00
CE|57449|37.6957|-121.8124|121|Livermore - Airport Fire Station|2010-11-18T00:00:00|3000-01-01T00:00:00
CE|57451|37.6986|-121.8891|97|Pleasanton - Owens & Oracle #1|2009-12-03T00:00:00|3000-01-01T00:00:00
CE|57452|37.7008|-121.8931|100|Pleasanton - Owens & Oracle #2|2009-12-03T00:00:00|3000-01-01T00:00:00
CE|57453|37.7682|-121.9555|138|San Ramon - Bollinger Canyon & Alcosta|2010-10-07T00:00:00|3000-01-01T00:00:00
CE|57458|37.7665|-121.4218|5|Tracy - Sewage Plant A|2000-09-08T00:00:00|3000-01-01T00:00:00
CE|57475|37.7558|-121.9589|133|San Ramon - I680 & Bollinger Canyon Rd|2010-11-11T00:00:00|3000-01-01T00:00:00
CE|57504|37.1244|-121.5519|215|Coyote Lake Dam - Downstream|2006-08-04T00:00:00|3000-01-01T00:00:00
CE|57528|37.753|-121.773|192|Livermore - Fagundes Ranch|2003-08-11T00:00:00|3000-01-01T00:00:00
CE|57531|37.9332|-121.6956|23|Brentwood - First & Maple|2013-04-09T00:00:00|3000-01-01T00:00:00
CE|57534|37.9119|-121.6219|5|Discovery Bay - Bixler & Lakeshore|2013-04-22T00:00:00|3000-01-01T00:00:00
CE|57563|37.2099|-121.8071|220|San Jose - Santa Teresa Hills|2002-03-28T00:00:00|3000-01-01T00:00:00
CE|57600|37.329|-121.9378|35|San Jose - Emory & Bellrose|2002-03-27T00:00:00|3000-01-01T00:00:00
CE|57950|37.4682|-121.9278|3|Fremont - Kato & Page|2004-02-19T00:00:00|3000-01-01T00:00:00
CE|58065|37.2552|-122.0319|162|Saratoga - Aloha Ave|2002-06-25T00:00:00|3000-01-01T00:00:00
CE|58086|37.4354|-122.1726|23|Stanford - Quarry & Welch|2006-04-14T00:00:00|3000-01-01T00:00:00
CE|58127|37.4286|-122.2564|116|Woodside - Fire Station|2000-01-26T00:00:00|3000-01-01T00:00:00
CE|58130|37.7401|-122.4334|150|San Francisco - Diamond Heights|2000-08-18T00:00:00|3000-01-01T00:00:00
CE|58131|37.7894|-122.4298|84|San Francisco - Pacific Heights|2003-05-07T00:00:00|3000-01-01T00:00:00
CE|58132|37.7785|-122.5141|24|San Francisco - Cliff House|2005-05-03T00:00:00|3000-01-01T00:00:00
CE|58133|37.8026|-122.4093|42|San Francisco - Telegraph Hill|2000-08-24T00:00:00|3000-01-01T00:00:00
CE|58135|37.0012|-122.0618|245|Santa Cruz - UCSC Lick Elect. Shop|2000-09-20T00:00:00|3000-01-01T00:00:00
CE|58163|37.807|-122.361|8|Yerba Buena Island|2002-10-31T00:00:00|3000-01-01T00:00:00
CE|58198|37.8072|-122.4761|54|San Francisco - Golden Gate HQ Bldg Bsmt|2002-06-13T00:00:00|3000-01-01T00:00:00
CE|58209|37.8785|-122.185|144|Orinda - BART Station Grounds|2004-08-16T00:00:00|3000-01-01T00:00:00
CE|58211|37.8479|-122.1615|191|Orinda - Valley View & Moraga|2007-02-01T00:00:00|3000-01-01T00:00:00
CE|58215|37.584|-122.317|2|San Mateo - Hwy 101 & Poplar|2004-06-16T00:00:00|3000-01-01T00:00:00
CE|58219|37.6569|-122.061|137|Hayward - CSUH Stadium Grounds|2002-06-20T00:00:00|3000-01-01T00:00:00
CE|58222|37.7924|-122.4579|71|San Francisco - Presidio|2003-06-16T00:00:00|3000-01-01T00:00:00
CE|58223|37.622|-122.398|6|San Francisco Airport - Engrng Svcs|1995-05-19T00:00:00|3000-01-01T00:00:00
CE|58226|37.456|-122.285|165|Redwood City - I280 & Canada Rd|2004-06-16T00:00:00|3000-01-01T00:00:00
CE|58238|37.7054|-122.4681|85|Daly City - BART Station Grounds|2005-07-06T00:00:00|3000-01-01T00:00:00
CE|58295|37.848|-122.228|153|Oakland - Hwys 13 & 24|2005-09-14T00:00:00|3000-01-01T00:00:00
CE|58306|37.763|-122.455|153|San Francisco - Parnassus & Medical Cntr|2005-12-30T00:00:00|3000-01-01T00:00:00
CE|58309|37.798|-122.322|2|Oakland - Port of Oakland Berth 55 Grnds|2006-03-09T00:00:00|3000-01-01T00:00:00
CE|58339|37.6971|-122.0802|53|Casto Valley - Chester & Castro Valley|2007-06-22T00:00:00|3000-01-01T00:00:00
CE|58340|37.7152|-122.0277|219|Castro Valley - Villareal & Clement|2007-06-21T00:00:00|3000-01-01T00:00:00
CE|58346|37.6799|-122.1259|11|San Lorenzo - Hesperian & Paseo Grande|2007-08-29T00:00:00|3000-01-01T00:00:00
CE|58347|37.6747|-122.1078|18|Hayward - Grove & Meekland|2007-12-12T00:00:00|3000-01-01T00:00:00
CE|58349|37.695|-122.113|13|San Leandro - 164th & E. 14th|2007-12-13T00:00:00|3000-01-01T00:00:00
CE|58350|37.7029|-122.0537|81|Castro Valley - Crow Canyon & Heyer|2007-12-11T00:00:00|3000-01-01T00:00:00
CE|58351|37.7095|-122.1409|13|San Leandro - Hesperian & 143rd|2007-08-30T00:00:00|3000-01-01T00:00:00
CE|58352|37.6883|-122.1401|6|San Leandro - I880 & Washington|2007-08-30T00:00:00|3000-01-01T00:00:00
CE|58360|37.9036|-122.0603|40|Walnut Creek - Civic & Broadway|2008-01-23T00:00:00|3000-01-01T00:00:00
CE|58361|37.8952|-122.1526|137|Lafayette - Hwy 24 & U. Happy Valley|2008-01-24T00:00:00|3000-01-01T00:00:00
CE|58362|37.8995|-122.1706|283|Orinda - Via Las Cruces & Honey Hill|2008-02-05T00:00:00|3000-01-01T00:00:00
CE|58368|37.9806|-122.271|34|Pinole - Adobe & Pinole Valley Rd|2008-02-04T00:00:00|3000-01-01T00:00:00
CE|58369|37.9147|-122.0168|52|Walnut Creek - Walnut & Cheyenne|2008-02-06T00:00:00|3000-01-01T00:00:00
CE|58373|37.465|-122.342|510|Upper Crystal Springs Res. - Skylne(A10)|2003-06-02T00:00:00|3000-01-01T00:00:00
CE|58374|37.5182|-122.2685|9|Belmont - Quarry Rd (APEEL 3)|2003-05-29T00:00:00|3000-01-01T00:00:00
CE|58376|37.6233|-122.1303|2|Hayward - Pt Eden Way (APEEL 1E)|2003-05-29T00:00:00|3000-01-01T00:00:00
CE|58378|37.4841|-122.3142|118|Upper Crystal Springs Res. - Pulgas (A7)|2003-06-03T00:00:00|3000-01-01T00:00:00
CE|58388|37.5663|-122.0517|5|Fremont - Paseo Padre Pkwy & Deep Creek|2009-06-03T00:00:00|3000-01-01T00:00:00
CE|58393|37.6566|-122.0836|22|Hayward - Muir School (APEEL 2E)|2003-05-06T00:00:00|3000-01-01T00:00:00
CE|58395|37.5925|-122.381|17|Burlingame - Davis & El Camino Real|2010-09-29T00:00:00|3000-01-01T00:00:00
CE|58398|37.762|-122.2538|3|Alameda - Willow & Otis|2008-04-21T00:00:00|3000-01-01T00:00:00
CE|58406|37.626|-122.0502|4|Hayward - Mission & Industrial|2008-09-30T00:00:00|3000-01-01T00:00:00
CE|58407|37.6656|-122.1265|9|Hayward - Hesperian & Golf Course Rd|2009-06-02T00:00:00|3000-01-01T00:00:00
CE|58408|37.9608|-122.3422|16|San Pablo - Van Ness & San Pablo|2008-08-20T00:00:00|3000-01-01T00:00:00
CE|58409|37.7095|-122.0914|77|Castro Valley - Quail & Lake Chabot Rd|2008-10-09T00:00:00|3000-01-01T00:00:00
CE|58418|37.6252|-122.092|5|Hayward - Hesperian & Panama|2008-12-16T00:00:00|3000-01-01T00:00:00
CE|58419|37.6146|-122.0302|19|Hayward - Mission & Blanche|2009-01-07T00:00:00|3000-01-01T00:00:00
CE|58420|37.654|-122.0257|308|Hayward - Skyline & Hayward|2008-12-15T00:00:00|3000-01-01T00:00:00
CE|58421|37.948|-122.365|6|Richmond - Hensley & Richmond Pkwy|2009-01-15T00:00:00|3000-01-01T00:00:00
CE|58422|37.9262|-122.3855|5|Richmond - Washington & W Richmond|2009-01-14T00:00:00|3000-01-01T00:00:00
CE|58423|37.7808|-122.1747|81|Oakland - I580 & Seminary|2009-05-12T00:00:00|3000-01-01T00:00:00
CE|58424|37.7451|-122.1497|25|Oakland - I580 & 106th|2009-05-12T00:00:00|3000-01-01T00:00:00
CE|58427|37.643|-122.1189|10|Hayward - Clawiter & Industrial|2013-03-12T00:00:00|3000-01-01T00:00:00
CE|58429|37.9057|-122.2086|122|Orinda - Bear Creek & San Pablo Dam Rd|2013-03-13T00:00:00|3000-01-01T00:00:00
CE|58438|37.9299|-122.2996|216|El Cerrito - Arlington & Madera|2009-06-30T00:00:00|3000-01-01T00:00:00
CE|58442|37.8563|-122.1241|286|Moraga - Rheem & Moraga|2010-09-21T00:00:00|3000-01-01T00:00:00
CE|58443|37.8518|-122.0234|99|Alamo - I680 & Stone Valley|2010-10-18T00:00:00|3000-01-01T00:00:00
CE|58446|37.8075|-122.3378|2|Oakland - Port of Oakland Berth 35 Grnds|2009-08-26T00:00:00|3000-01-01T00:00:00
CE|58447|37.5251|-122.0999|1|Fremont - Hwy 84 & Salt Evaporators|2011-01-31T00:00:00|3000-01-01T00:00:00
CE|58461|37.4243|-122.178|40|Stanford - Junipero Serra & Campus Dr|2010-03-03T00:00:00|3000-01-01T00:00:00
CE|58463|37.8097|-122.2806|9|Oakland - 14th & Market|2011-02-22T00:00:00|3000-01-01T00:00:00
CE|58467|37.9727|-122.0609|8|Concord - I680 & Galaxy|2010-07-26T00:00:00|3000-01-01T00:00:00
CE|58471|37.8761|-122.2505|255|Berkeley - Lawrence Berkeley Lab|2002-06-24T00:00:00|3000-01-01T00:00:00
CE|58493|37.6976|-122.0897|59|Castro Valley - Stanton & Somerset|2012-07-19T00:00:00|3000-01-01T00:00:00
CE|58497|37.675|-122.03|267|Hayward - Fairview & Five Canyons|2012-03-20T00:00:00|3000-01-01T00:00:00
CE|58505|37.9355|-122.3434|16|Richmond - City Hall Grounds|2005-03-17T00:00:00|3000-01-01T00:00:00
CE|58539|37.675|-122.3901|25|South San Francisco - Sierra Pt Grounds|2002-12-20T00:00:00|3000-01-01T00:00:00
CE|58558|37.9783|-122.3298|63|Richmond - Hilltop Mall Grounds|2004-01-09T00:00:00|3000-01-01T00:00:00
CE|58565|37.9694|-122.5243|6|San Rafael - 2nd & Lincoln|2002-07-24T00:00:00|3000-01-01T00:00:00
CE|58619|37.5302|-122.2675|0|Redwood City - Oracle & Shoreway|2004-01-09T00:00:00|3000-01-01T00:00:00
CE|58653|37.67|-122.09|27|Hayward - BART Station Grounds A|2010-12-21T00:00:00|3000-01-01T00:00:00
CE|58662|37.639|-122.396|1|San Francisco Airport - North Access Rd|1994-03-10T00:00:00|3000-01-01T00:00:00
CE|58663|37.5362|-122.075|33|Newark - Dumbarton Bridge Toll Plaza|2003-05-27T00:00:00|3000-01-01T00:00:00
CE|58664|37.492|-122.136|1|Palo Alto - Dumbarton Bridge W. Approach|2003-06-05T00:00:00|3000-01-01T00:00:00
CE|58665|37.5349|-122.03|6|Newark - City Hall Grounds|2002-09-04T00:00:00|3000-01-01T00:00:00
CE|58667|37.973|-122.036|12|Concord - Clayton & Ellis|2005-09-26T00:00:00|3000-01-01T00:00:00
CE|58716|37.806|-122.4751|54|San Francisco - Golden Gate Br Sth Grnds|2006-03-30T00:00:00|3000-01-01T00:00:00
CE|58790|37.8206|-122.2354|41|Piedmont - Jr. High School Grounds A|2003-04-22T00:00:00|3000-01-01T00:00:00
CE|58905|37.948|-122.5354|12|San Rafael - Marin Hospital Grounds|2004-01-08T00:00:00|3000-01-01T00:00:00
CE|65097|38.5146|-119.4798|1649|Walker|2004-10-27T00:00:00|3000-01-01T00:00:00
CE|65398|38.771|-119.815|1724|Woodfords|2004-01-01T00:00:00|3000-01-01T00:00:00
CE|66038|38.8509|-120.0196|1935|Meyers - South Lake Tahoe|2005-05-12T00:00:00|3000-01-01T00:00:00
CE|67210|38.3994|-121.9223|25|Vacaville - I80 & Meridian Rd|2004-05-10T00:00:00|3000-01-01T00:00:00
CE|67463|38.5854|-121.5105|6|West Sacramento - 3rd & E|2011-02-08T00:00:00|3000-01-01T00:00:00
CE|67520|38.3507|-121.9525|34|Vacaville - Nut Tree & Ulatis|2012-03-01T00:00:00|3000-01-01T00:00:00
CE|67523|38.0183|-121.7509|4|Antioch - San Joaquin River Brdg S Grnds|2012-06-12T00:00:00|3000-01-01T00:00:00
CE|67533|38.0155|-121.6396|0|Bethel Island - Ranch & Bethel Island Rd|2013-04-10T00:00:00|3000-01-01T00:00:00
CE|67557|38.0141|-121.8148|8|Antioch - 6th & H St.|1999-06-15T00:00:00|3000-01-01T00:00:00
CE|67587|38.039|-121.8986|0|Pittsburg - Riverview Park|2002-06-19T00:00:00|3000-01-01T00:00:00
CE|67910|38.03|-121.75|0|Antioch - San Joaquin River Brdg N.Grnds|1998-04-16T00:00:00|3000-01-01T00:00:00
CE|67942|38.5736|-121.5015|5|Sacramento - 7th & Q|2003-03-13T00:00:00|3000-01-01T00:00:00
CE|68034|38.5381|-122.2329|198|Lake Berryessa - Spanish Flat|2003-02-13T00:00:00|3000-01-01T00:00:00
CE|68035|38.9122|-122.7657|710|Kelseyville - Red Hills Fire Sta|2000-08-22T00:00:00|3000-01-01T00:00:00
CE|68045|38.2612|-122.0492|10|Fairfield - Pennsylvania & Travis|2002-10-01T00:00:00|3000-01-01T00:00:00
CE|68150|38.2704|-122.2774|6|Napa - Napa College|2000-08-14T00:00:00|3000-01-01T00:00:00
CE|68208|38.497|-122.759|43|Santa Rosa - Hwy 101 at Fulton|2004-06-18T00:00:00|3000-01-01T00:00:00
CE|68294|38.1246|-122.2493|10|Vallejo - Broadway & Sereno|2009-07-22T00:00:00|3000-01-01T00:00:00
CE|68326|38.4005|-122.8274|35|Sebastopol - Bodega & Jewell|2007-02-28T00:00:00|3000-01-01T00:00:00
CE|68327|38.4674|-122.6541|90|Santa Rosa - Calistoga & Marit|2006-10-03T00:00:00|3000-01-01T00:00:00
CE|68328|38.4694|-122.7457|38|Santa Rosa - Piner & Coffey|2006-10-03T00:00:00|3000-01-01T00:00:00
CE|68329|38.4413|-122.7476|36|Santa Rosa - Stony Point & College|2006-10-02T00:00:00|3000-01-01T00:00:00
CE|68330|38.4382|-122.671|66|Santa Rosa - Hoen & Yulupa|2006-10-04T00:00:00|3000-01-01T00:00:00
CE|68367|38.0043|-122.262|29|Hercules - Refugio Vly Rd & Partridge|2008-02-07T00:00:00|3000-01-01T00:00:00
CE|68433|38.0981|-122.5593|5|Novato - Hwy 101 & Rowland Way|2009-03-19T00:00:00|3000-01-01T00:00:00
CE|68440|38.3504|-122.8736|247|Sebastopol - Burnside & Moonshine|2010-09-29T00:00:00|3000-01-01T00:00:00
CE|68491|38.4375|-122.7089|49|Santa Rosa - Hendley & Tupper|2006-03-15T00:00:00|3000-01-01T00:00:00
CE|68676|38.4705|-122.7272|45|Santa Rosa - Hwy 101 & Bicentennial|2002-08-22T00:00:00|3000-01-01T00:00:00
CE|69001|38.9528|-123.7378|20|Point Arena|2002-10-22T00:00:00|3000-01-01T00:00:00
CE|69037|38.701|-123.4271|110|Sea Ranch - Fire Station|2004-04-21T00:00:00|3000-01-01T00:00:00
CE|69039|38.311|-123.0527|2|Bodega Head - Doran Beach|1999-08-25T00:00:00|3000-01-01T00:00:00
CE|69044|38.5176|-123.247|41|Fort Ross|2002-10-23T00:00:00|3000-01-01T00:00:00
CE|76140|39.585|-120.3697|1515|Sierraville|2004-06-28T00:00:00|3000-01-01T00:00:00
CE|77056|39.1486|-121.5786|19|Marysville|2002-10-31T00:00:00|3000-01-01T00:00:00
CE|77057|39.7171|-121.8164|62|Chico|2002-11-12T00:00:00|3000-01-01T00:00:00
CE|77058|39.7269|-121.6809|335|Paradise - Skyway Rd|2002-10-03T00:00:00|3000-01-01T00:00:00
CE|77316|39.4243|-121.5225|77|Oroville - Johnson Ranch|2002-10-02T00:00:00|3000-01-01T00:00:00
CE|77317|39.42|-121.51|88|Palermo - Harris Ranch|2005-03-07T00:00:00|3000-01-01T00:00:00
CE|77350|39.4355|-121.5455|53|Palermo - Fire Station|2002-10-02T00:00:00|3000-01-01T00:00:00
CE|77351|39.453|-121.464|218|Oroville - Gray Ranch|2006-06-08T00:00:00|3000-01-01T00:00:00
CE|77352|39.5113|-121.5041|123|Oroville - Park & Rec District|2005-03-08T00:00:00|3000-01-01T00:00:00
CE|78521|39.2115|-122.0151|17|Colusa - 10th & Parkhill|2013-03-25T00:00:00|3000-01-01T00:00:00
CE|79016|39.4509|-123.8049|23|Fort Bragg|2003-12-10T00:00:00|3000-01-01T00:00:00
CE|79036|39.807|-123.2464|425|Covelo - CDF Fire Station|2004-01-27T00:00:00|3000-01-01T00:00:00
CE|79042|39.74|-123.815|33|Rockport|2006-09-14T00:00:00|3000-01-01T00:00:00
CE|79298|39.424|-123.807|34|Fort Bragg - Hwy 1 & Ocean View|2007-04-04T00:00:00|3000-01-01T00:00:00
CE|79325|39.706|-123.301|479|Dos Rios|2004-01-27T00:00:00|3000-01-01T00:00:00
CE|79344|39.1853|-123.2332|239|Ukiah - Meyers Ranch|2004-11-04T00:00:00|3000-01-01T00:00:00
CE|79345|39.392|-123.34|424|Willits - Rutler Ranch|2004-03-25T00:00:00|3000-01-01T00:00:00
CE|79435|39.9238|-123.7616|245|Leggett - Confusion Hill Bridge Grnds|2009-06-26T00:00:00|3000-01-01T00:00:00
CE|86113|40.273|-120.117|1220|Herlong - Sierra Ordinance Depot|2007-05-23T00:00:00|3000-01-01T00:00:00
CE|86265|40.5037|-120.558|1491|Susanville|2005-07-21T00:00:00|3000-01-01T00:00:00
CE|87053|40.2477|-121.1454|1373|Lake Almanor - Fire Station|2003-10-22T00:00:00|3000-01-01T00:00:00
CE|88048|40.982|-122.709|823|Trinity Center|2004-02-05T00:00:00|3000-01-01T00:00:00
CE|88059|40.575|-122.382|149|Redding - Cypress Fire Sta|2002-10-16T00:00:00|3000-01-01T00:00:00
CE|88060|40.187|-122.203|82|Red Bluff - Fairgrounds|2002-10-16T00:00:00|3000-01-01T00:00:00
CE|89005|40.3481|-124.3532|76|Cape Mendocino|2005-08-03T00:00:00|3000-01-01T00:00:00
CE|89101|40.325|-124.2877|37|Petrolia - Fire Station|2002-06-19T00:00:00|3000-01-01T00:00:00
CE|89146|40.9406|-123.6327|180|Willow Creek|2005-08-10T00:00:00|3000-01-01T00:00:00
CE|89255|40.5922|-124.1463|16|Fortuna - Smith & Fortuna Blvd|2005-08-03T00:00:00|3000-01-01T00:00:00
CE|89462|40.5036|-124.101|43|Rio Dell - 101/Painter St Overpass Grnds|2010-05-12T00:00:00|3000-01-01T00:00:00
CE|89464|40.9567|-124.1164|25|Arcata - Hwy 101/Murray Rd Bridge Grds|2011-12-08T00:00:00|3000-01-01T00:00:00
CE|89486|40.584|-124.145|21|Fortuna - 701 S. Fortuna Blvd.|2005-08-03T00:00:00|3000-01-01T00:00:00
CE|89509|40.802|-124.148|7|Eureka - Myrtle & West Avenue|2006-01-09T00:00:00|3000-01-01T00:00:00
CE|89530|40.0261|-124.0705|20|Shelter Cove - Airport|2005-08-02T00:00:00|3000-01-01T00:00:00
CE|89781|40.7834|-124.1435|35|Eureka - Harris & Dolbeer|2005-05-10T00:00:00|3000-01-01T00:00:00
CE|96112|41.8718|-120.293|1568|Buck Creek - Ranger Station|2004-06-24T00:00:00|3000-01-01T00:00:00
CE|96114|41.5526|-120.0194|1402|Cedarville - Surprise Valley|2005-07-21T00:00:00|3000-01-01T00:00:00
CE|96115|41.5508|-120.2506|1838|Cedarville - Cedar Pass|2004-06-24T00:00:00|3000-01-01T00:00:00
CE|96142|41.2329|-120.503|1347|Likely - Fire Station|2003-09-24T00:00:00|3000-01-01T00:00:00
CE|97019|41.0521|-121.4016|1009|McArthur - Fairgrounds|2002-09-10T00:00:00|3000-01-01T00:00:00
CE|97049|41.009|-121.648|903|McArthur - Burney Falls State Park|2004-06-21T00:00:00|3000-01-01T00:00:00
CE|97397|41.564|-121.925|1500|Tennant|2003-09-25T00:00:00|3000-01-01T00:00:00
CE|97442|41.7117|-121.5064|1445|Lava Beds National Monument|2004-06-22T00:00:00|3000-01-01T00:00:00
CE|98143|41.7032|-122.6411|823|Yreka|2003-09-25T00:00:00|3000-01-01T00:00:00
CE|99017|41.7647|-124.1946|7|Crescent City - Fairgrounds|2003-10-30T00:00:00|3000-01-01T00:00:00
CE|99144|41.7928|-123.3815|315|Happy Camp - Ranger Station|2003-09-25T00:00:00|3000-01-01T00:00:00
